Proteina,U-statistic,p-value
LPU83_pLPU83d_1568,5.000000,1.000000
trpE,4.000000,1.000000
luxR5,9.000000,0.100000
proW,6.000000,0.700000
LPU83_pLPU83d_1578,9.000000,0.100000
LPU83_pLPU83d_1583,2.000000,0.400000
kdgK,2.000000,0.400000
LPU83_3005,5.000000,1.000000
LPU83_3010,4.000000,1.000000
LPU83_3015,6.000000,0.700000
xdhA,9.000000,0.100000
LPU83_pLPU83d_1628,3.000000,0.700000
LPU83_3030,8.000000,0.200000
LPU83_3040,3.000000,0.700000
LPU83_3045,9.000000,0.100000
LPU83_3050,7.000000,0.400000
LPU83_3055,7.000000,0.400000
gguB,5.000000,1.000000
xylG,3.000000,0.700000
LPU83_3086,4.000000,1.000000
LPU83_pLPU83d_1698,7.000000,0.400000
LPU83_3096,7.000000,0.400000
LPU83_pLPU83d_1708,2.000000,0.400000
LPU83_pLPU83d_1713,5.000000,1.000000
LPU83_3111,3.000000,0.700000
LPU83_pLPU83d_1723,5.000000,1.000000
LPU83_pLPU83d_1728,7.000000,0.400000
LPU83_pLPU83d_1743,3.000000,0.700000
LPU83_3131,6.000000,0.700000
LPU83_pLPU83d_1748,3.000000,0.700000
LPU83_pLPU83d_1753,6.000000,0.700000
LPU83_3151,6.000000,0.700000
LPU83_pLPU83d_1773,3.000000,0.700000
gltB1,2.000000,0.400000
LPU83_pLPU83d_1783,5.000000,1.000000
LPU83_pLPU83d_1788,5.000000,1.000000
thiD,3.000000,0.700000
LPU83_3171,5.000000,1.000000
LPU83_pLPU83d_1798,6.000000,0.700000
ureE,6.000000,0.700000
LPU83_pLPU83d_1803,9.000000,0.100000
FGGY,5.000000,1.000000
LPU83_pLPU83d_1818,3.000000,0.700000
LPU83_pLPU83d_1823,4.000000,1.000000
LPU83_pLPU83d_1828,3.000000,0.700000
LPU83_3201,9.000000,0.100000
LPU83_pLPU83d_1833,6.000000,0.700000
IMP3,7.000000,0.400000
LPU83_pLPU83d_1838,3.000000,0.700000
ctrA,3.000000,0.700000
melA1,3.000000,0.700000
LPU83_3216,2.000000,0.400000
purA,4.000000,1.000000
melA3,1.000000,0.200000
LPU83_3226,8.000000,0.200000
lpsL,2.000000,0.400000
LPU83_3236,4.000000,1.000000
LPU83_pLPU83d_1868,9.000000,0.100000
LPU83_3241,9.000000,0.100000
LPU83_3246,9.000000,0.100000
metQ,3.000000,0.700000
exoY,6.000000,0.700000
LPU83_pLPU83d_1883,8.000000,0.200000
exoK,9.000000,0.100000
LPU83_pLPU83d_1888,6.000000,0.700000
prp1,0.000000,0.100000
LPU83_pLPU83d_1898,9.000000,0.100000
LPU83_pLPU83d_1903,6.000000,0.700000
LPU83_pLPU83d_1908,4.000000,1.000000
LPU83_pLPU83d_1918,5.000000,1.000000
LPU83_pLPU83d_1923,3.000000,0.700000
LPU83_pLPU83d_1928,5.000000,1.000000
LPU83_3281,5.000000,1.000000
LPU83_pLPU83d_1933,7.000000,0.400000
LPU83_3291,3.000000,0.700000
LPU83_pLPU83d_1938,4.000000,1.000000
LPU83_3306,7.000000,0.400000
LPU83_3311,7.000000,0.400000
hlyD3,3.000000,0.700000
celG,3.000000,0.700000
spsE,3.000000,0.700000
purC3,3.000000,0.700000
LPU83_3371,6.000000,0.700000
LPU83_3376,4.000000,1.000000
LPU83_3381,5.000000,1.000000
ygbF,6.000000,0.700000
tolQ,6.000000,0.700000
LPU83_3442,1.000000,0.200000
LPU83_3452,6.000000,0.700000
LPU83_3457,0.000000,0.100000
lpiA,7.000000,0.400000
tkt,4.000000,1.000000
LPU83_3472,4.000000,1.000000
LPU83_3477,6.000000,0.700000
suhB3,2.000000,0.400000
arsR,4.000000,1.000000
LPU83_3507,4.000000,1.000000
LPU83_3517,4.000000,1.000000
LPU83_3532,7.000000,0.400000
LPU83_3537,9.000000,0.100000
exsC,4.000000,1.000000
LPU83_3567,6.000000,0.700000
LPU83_3583,4.000000,1.000000
LPU83_3588,7.000000,0.400000
glgC,8.000000,0.200000
soxB,4.000000,1.000000
soxB,4.000000,1.000000
rpsU5,3.000000,0.700000
pntB,4.000000,1.000000
LPU83_3618,7.000000,0.400000
pckR,3.000000,0.700000
LPU83_3643,8.000000,0.200000
trhO,6.000000,0.700000
LPU83_3653,6.000000,0.700000
LPU83_3658,5.000000,1.000000
LPU83_3663,5.000000,1.000000
xylB,7.000000,0.400000
LPU83_3673,3.000000,0.700000
LPU83_3703,8.000000,0.200000
LPU83_3718,7.000000,0.400000
LPU83_3723,7.000000,0.400000
LPU83_3728,0.000000,0.100000
LPU83_3738,6.000000,0.700000
lysC,0.000000,0.100000
LPU83_3773,3.000000,0.700000
LPU83_3778,3.000000,0.700000
LPU83_3783,3.000000,0.700000
ppiD3,6.000000,0.700000
LPU83_3793,8.000000,0.200000
LPU83_3799,5.000000,1.000000
LPU83_3814,4.000000,1.000000
tlpA,6.000000,0.700000
ftsE,4.000000,1.000000
LPU83_3834,6.000000,0.700000
LPU83_3839,5.000000,1.000000
dnaJ5,4.000000,1.000000
aroK,4.000000,1.000000
LPU83_3859,9.000000,0.100000
mocD,3.000000,0.700000
LPU83_3880,6.000000,0.700000
argI,9.000000,0.100000
fdsC,4.000000,1.000000
atpD,0.000000,0.100000
priA,6.000000,0.700000
LPU83_3910,6.000000,0.700000
sucB,5.000000,1.000000
mdh3,4.000000,1.000000
sdhD,7.000000,0.400000
LPU83_3930,6.000000,0.700000
LPU83_3935,4.000000,1.000000
typA,0.000000,0.100000
LPU83_3955,8.000000,0.200000
rlmN,0.000000,0.100000
ligT,0.000000,0.100000
LPU83_3970,7.000000,0.400000
ftsY,9.000000,0.100000
ffh,5.000000,1.000000
LPU83_3990,5.000000,1.000000
leuC,4.000000,1.000000
LPU83_4000,5.000000,1.000000
glnK,4.000000,1.000000
trxA3,5.000000,1.000000
pdxA3,2.000000,0.400000
LPU83_4031,7.000000,0.400000
thiE3,3.000000,0.700000
LPU83_4041,4.000000,1.000000
manB,7.000000,0.400000
kamA,9.000000,0.100000
fdxA,3.000000,0.700000
LPU83_4071,3.000000,0.700000
LPU83_4076,9.000000,0.100000
rpmF,4.000000,1.000000
LPU83_4096,1.000000,0.200000
ndvA,7.000000,0.400000
LPU83_4106,6.000000,0.700000
citE,5.000000,1.000000
ctpA,6.000000,0.700000
modC,3.000000,0.700000
proB,1.000000,0.200000
rpmA,3.000000,0.700000
LPU83_4142,1.000000,0.200000
LPU83_4147,9.000000,0.100000
kdpD,3.000000,0.700000
mocB3,7.000000,0.400000
dppB3,4.000000,1.000000
LPU83_4182,0.000000,0.100000
purH,1.000000,0.200000
leuS,2.000000,0.400000
gidB,4.000000,1.000000
hemE,5.000000,1.000000
tlpA,6.000000,0.700000
LPU83_pLPU83a_0050,0.000000,0.100000
LPU83_pLPU83a_0065,2.000000,0.400000
LPU83_pLPU83a_0115,4.000000,1.000000
yegL,4.000000,1.000000
LPU83_pLPU83b_0061,6.000000,0.700000
LPU83_pLPU83b_0166,3.000000,0.700000
LPU83_pLPU83b_0176,4.000000,1.000000
LPU83_pLPU83b_0217,6.000000,0.700000
LPU83_pLPU83b_0276,6.000000,0.700000
LPU83_pLPU83b_0303,6.000000,0.700000
LPU83_pLPU83b_0308,3.000000,0.700000
LPU83_pLPU83b_0324,0.000000,0.100000
LPU83_pLPU83b_0374,3.000000,0.700000
LPU83_pLPU83b_0386,9.000000,0.100000
acdS,9.000000,0.100000
LPU83_pLPU83b_0416,4.000000,1.000000
gabD,5.000000,1.000000
matA,6.000000,0.700000
LPU83_pLPU83b_0576,4.000000,1.000000
LPU83_pLPU83c_0004,6.000000,0.700000
LPU83_pLPU83c_0099,7.000000,0.400000
LPU83_pLPU83c_0114,2.000000,0.400000
LPU83_pLPU83c_0119,7.000000,0.400000
sigD,7.000000,0.400000
LPU83_pLPU83c_0179,5.000000,1.000000
potD1,7.000000,0.400000
LPU83_pLPU83c_0194,3.000000,0.700000
ptsI,5.000000,1.000000
LPU83_pLPU83c_0204,5.000000,1.000000
LPU83_pLPU83c_0209,7.000000,0.400000
LPU83_pLPU83c_0214,2.000000,0.400000
rbsR1,5.000000,1.000000
LPU83_pLPU83c_0264,2.000000,0.400000
LPU83_pLPU83c_0309,5.000000,1.000000
yagR,6.000000,0.700000
spsC,4.000000,1.000000
LPU83_pLPU83c_0334,3.000000,0.700000
LPU83_pLPU83c_0339,3.000000,0.700000
LPU83_pLPU83c_0354,1.000000,0.200000
LPU83_pLPU83c_0389,8.000000,0.200000
LPU83_pLPU83c_0419,1.000000,0.200000
LPU83_pLPU83c_0459,8.000000,0.200000
dppA,6.000000,0.700000
mctR,2.000000,0.400000
LPU83_pLPU83c_0534,9.000000,0.100000
hupT1,6.000000,0.700000
repB3,2.000000,0.400000
LPU83_pLPU83c_0614,6.000000,0.700000
lcdH,9.000000,0.100000
LPU83_pLPU83c_0624,6.000000,0.700000
LPU83_pLPU83c_0629,5.000000,1.000000
attE,8.000000,0.200000
LPU83_pLPU83c_0684,3.000000,0.700000
soxB,7.000000,0.400000
glnT,6.000000,0.700000
arcB,8.000000,0.200000
ttuB,1.000000,0.200000
LPU83_pLPU83c_0774,5.000000,1.000000
LPU83_pLPU83c_0784,5.000000,1.000000
LPU83_pLPU83d_0010,1.000000,0.200000
LPU83_pLPU83d_0015,0.000000,0.100000
ydcJ,6.000000,0.700000
LPU83_pLPU83d_0030,5.000000,1.000000
LPU83_pLPU83d_0045,6.000000,0.700000
LPU83_pLPU83d_0050,6.000000,0.700000
cysA2,3.000000,0.700000
LPU83_pLPU83d_0070,4.000000,1.000000
LPU83_pLPU83d_0095,8.000000,0.200000
LPU83_pLPU83d_0100,4.000000,1.000000
catJ,4.000000,1.000000
pobA,4.000000,1.000000
LPU83_pLPU83d_0120,6.000000,0.700000
LPU83_pLPU83d_0125,7.000000,0.400000
LPU83_pLPU83d_0130,6.000000,0.700000
LPU83_pLPU83d_0135,4.000000,1.000000
nanEK,5.000000,1.000000
LPU83_pLPU83d_0180,5.000000,1.000000
cobI,2.000000,0.400000
LPU83_pLPU83d_0190,5.000000,1.000000
hmrR,6.000000,0.700000
OXP1,9.000000,0.100000
LPU83_pLPU83d_0225,9.000000,0.100000
LPU83_pLPU83d_0245,5.000000,1.000000
LPU83_pLPU83d_0260,7.000000,0.400000
LPU83_pLPU83d_0265,6.000000,0.700000
LPU83_pLPU83d_0275,4.000000,1.000000
bkdA2,9.000000,0.100000
LPU83_pLPU83d_0285,9.000000,0.100000
LPU83_pLPU83d_0290,6.000000,0.700000
LPU83_pLPU83d_0300,7.000000,0.400000
LPU83_pLPU83d_0315,3.000000,0.700000
LPU83_pLPU83d_0340,5.000000,1.000000
LPU83_pLPU83d_0350,7.000000,0.400000
LPU83_pLPU83d_0360,3.000000,0.700000
LPU83_pLPU83d_0370,2.000000,0.400000
ggt,6.000000,0.700000
ugpC3,6.000000,0.700000
LPU83_pLPU83d_0405,5.000000,1.000000
LPU83_pLPU83d_0415,4.000000,1.000000
vapC,6.000000,0.700000
LPU83_pLPU83d_0565,1.000000,0.200000
LPU83_pLPU83d_0585,1.000000,0.200000
LPU83_pLPU83d_0595,9.000000,0.100000
LPU83_pLPU83d_0676,6.000000,0.700000
LPU83_pLPU83d_0691,9.000000,0.100000
LPU83_pLPU83d_0716,5.000000,1.000000
LPU83_pLPU83d_0721,1.000000,0.200000
LPU83_pLPU83d_0741,4.000000,1.000000
LPU83_pLPU83d_0751,9.000000,0.100000
LPU83_pLPU83d_0756,5.000000,1.000000
LPU83_pLPU83d_0761,7.000000,0.400000
LPU83_pLPU83d_0771,8.000000,0.200000
LPU83_pLPU83d_0911,7.000000,0.400000
nodW5,1.000000,0.200000
LPU83_pLPU83d_1041,8.000000,0.200000
LPU83_pLPU83d_1046,6.000000,0.700000
LPU83_pLPU83d_1051,2.000000,0.400000
LPU83_pLPU83d_1076,3.000000,0.700000
LPU83_0585,7.000000,0.400000
LPU83_pLPU83d_1086,9.000000,0.100000
LPU83_pLPU83d_1091,2.000000,0.400000
LPU83_pLPU83d_1096,4.000000,1.000000
LPU83_pLPU83d_1191,6.000000,0.700000
LPU83_pLPU83d_1256,3.000000,0.700000
LPU83_pLPU83d_1281,9.000000,0.100000
LPU83_pLPU83d_1291,9.000000,0.100000
LPU83_pLPU83d_1301,5.000000,1.000000
LPU83_pLPU83d_1316,4.000000,1.000000
LPU83_pLPU83d_1341,5.000000,1.000000
LPU83_pLPU83d_1361,7.000000,0.400000
LPU83_pLPU83d_1376,9.000000,0.100000
LPU83_pLPU83d_1391,8.000000,0.200000
minD,7.000000,0.400000
LPU83_pLPU83d_1406,7.000000,0.400000
thuG,8.000000,0.200000
LPU83_pLPU83d_1426,4.000000,1.000000
kduI2,5.000000,1.000000
LPU83_pLPU83d_1436,8.000000,0.200000
LPU83_pLPU83d_1441,2.000000,0.400000
LPU83_pLPU83d_1456,9.000000,0.100000
glpR,7.000000,0.400000
panC,3.000000,0.700000
hutC,6.000000,0.700000
hutH1,8.000000,0.200000
LPU83_pLPU83d_1506,4.000000,1.000000
LPU83_pLPU83d_1511,9.000000,0.100000
LPU83_pLPU83d_1516,1.000000,0.200000
glnH,6.000000,0.700000
idnD,7.000000,0.400000
yuxG,5.000000,1.000000
LPU83_pLPU83d_1556,6.000000,0.700000
LPU83_pLPU83d_1561,7.000000,0.400000
LPU83_pLPU83d_1576,6.000000,0.700000
LPU83_pLPU83d_1596,5.000000,1.000000
LPU83_pLPU83d_1616,9.000000,0.100000
LPU83_pLPU83d_1626,5.000000,1.000000
LPU83_pLPU83d_1646,8.000000,0.200000
LPU83_pLPU83d_1676,6.000000,0.700000
LPU83_pLPU83d_1716,5.000000,1.000000
yagS,5.000000,1.000000
LPU83_pLPU83d_1741,5.000000,1.000000
LPU83_pLPU83d_1751,4.000000,1.000000
LPU83_pLPU83d_1756,7.000000,0.400000
LPU83_pLPU83d_0472,7.000000,0.400000
putA,0.000000,0.100000
thiM,0.000000,0.100000
LPU83_pLPU83d_1796,8.000000,0.200000
dadB,3.000000,0.700000
lhgO,5.000000,1.000000
LPU83_pLPU83d_1811,9.000000,0.100000
LPU83_pLPU83d_1816,5.000000,1.000000
bhbA,7.000000,0.400000
malK7,7.000000,0.400000
LPU83_pLPU83d_1831,6.000000,0.700000
abfA,4.000000,1.000000
LPU83_pLPU83d_1846,0.000000,0.100000
LPU83_pLPU83d_1856,5.000000,1.000000
hutI,5.000000,1.000000
LPU83_pLPU83d_1871,2.000000,0.400000
LPU83_pLPU83d_1886,8.000000,0.200000
LPU83_pLPU83d_1906,9.000000,0.100000
LPU83_pLPU83d_1916,8.000000,0.200000
LPU83_pLPU83d_1921,7.000000,0.400000
LPU83_pLPU83d_1931,5.000000,1.000000
LPU83_pLPU83d_1941,4.000000,1.000000
